Date,Open,High,Low,Close,Adj Close,Volume,,
"June 04, 2021",13.778,13.778,13.778,13.778,13.593133,300,,
"June 07, 2021",13.25,13.25,13.25,13.25,13.072218,5800,,
"June 08, 2021",13.25,13.25,13.25,13.25,13.072218,0,,
"June 09, 2021",13.25,13.25,13.25,13.25,13.072218,0,,
"June 10, 2021",13.25,13.25,13.25,13.25,13.072218,0,,
"June 11, 2021",13.25,13.25,13.25,13.25,13.072218,0,,
"June 14, 2021",12.99,12.99,12.99,12.99,12.815706,200,,
"June 15, 2021",13.1,13.3,13.1,13.1,12.924231,3200,,
"June 16, 2021",14.009,14.009,14.009,14.009,13.821033,200,,
"June 17, 2021",14.009,14.009,14.009,14.009,13.821033,0,,
"June 18, 2021",14.009,14.009,14.009,14.009,13.821033,0,,
"June 21, 2021",12.75,12.75,12.75,12.75,12.578926,300,,
"June 22, 2021",12.75,12.75,12.75,12.75,12.578926,0,,
"June 23, 2021",13.3,13.3,12.865,12.865,12.692383,1000,,
"June 24, 2021",12.865,12.865,12.865,12.865,12.692383,0,,
"June 25, 2021",12.865,12.865,12.865,12.865,12.692383,0,,
"June 28, 2021",13.9,13.9,13.1,13.1,12.924231,5900,,
"June 29, 2021",12.9,13.8,12.9,13.35,13.170877,4400,,
"June 30, 2021",13.35,13.35,13.35,13.35,13.170877,100,,
"July 01, 2021",13.598,13.598,13.598,13.598,13.415547,100,,
"July 02, 2021",13.28,13.36,13.28,13.36,13.180741,400,,
"July 06, 2021",12.45,12.45,12.45,12.45,12.282951,1100,,
"July 07, 2021",12.45,12.45,12.45,12.45,12.282951,0,,
"July 08, 2021",12.45,12.45,12.45,12.45,12.282951,0,,
"July 09, 2021",12.45,12.45,12.45,12.45,12.282951,0,,
"July 12, 2021",13.22,13.22,13.22,13.22,13.042621,300,,
"July 13, 2021",13.22,13.22,13.22,13.22,13.042621,0,,
"July 14, 2021",12.329,12.329,12.328,12.328,12.162589,800,,
"July 15, 2021",12.328,12.328,12.328,12.328,12.162589,100,,
"July 16, 2021",11.61,12.17,11.61,11.621,11.465075,4000,,
"July 19, 2021",12.054,12.054,11.62,11.62,11.464088,1500,,
"July 20, 2021",11.84,11.84,11.84,11.84,11.681136,200,,
"July 21, 2021",11.84,11.84,11.84,11.84,11.681136,100,,
"July 22, 2021",11.84,11.84,11.84,11.84,11.681136,100,,
"July 23, 2021",11.82,11.82,11.82,11.82,11.661405,700,,
"July 26, 2021",11.82,11.82,11.82,11.82,11.661405,0,,
"July 27, 2021",11.5,11.5,11.42,11.42,11.266771,300,,
"July 28, 2021",11.42,11.42,11.42,11.42,11.266771,0,,
"July 29, 2021",11.42,11.42,11.42,11.42,11.266771,0,,
"July 30, 2021",11.368,11.368,11.368,11.368,11.215469,200,,
"August 02, 2021",10.723,10.723,10.72,10.72,10.576164,1000,,
"August 03, 2021",10.94,10.94,10.94,10.94,10.793212,400,,
"August 04, 2021",10.94,10.94,10.94,10.94,10.793212,0,,
"August 05, 2021",10.94,10.94,10.94,10.94,10.793212,0,,
"August 06, 2021",10.94,10.94,10.94,10.94,10.793212,0,,
"August 09, 2021",11.48,11.48,10.999,10.999,10.85142,900,,
"August 10, 2021",10.999,10.999,10.999,10.999,10.85142,0,,
"August 11, 2021",10.999,10.999,10.999,10.999,10.85142,0,,
"August 12, 2021",10.999,10.999,10.999,10.999,10.85142,0,,
"August 13, 2021",10.999,10.999,10.999,10.999,10.85142,0,,
"August 16, 2021",11.39,11.39,11.39,11.39,11.237175,2000,,
"August 17, 2021",11.39,11.39,11.39,11.39,11.237175,0,,
"August 18, 2021",11.39,11.39,11.39,11.39,11.237175,0,,
"August 19, 2021",10.9,10.9,10.82,10.82,10.674822,800,,
"August 20, 2021",10.82,10.82,10.82,10.82,10.674822,0,,
"August 23, 2021",11.888,11.888,11.888,11.888,11.728492,100,,
"August 24, 2021",11.888,11.888,11.888,11.888,11.728492,0,,
"August 25, 2021",11.31,11.31,11.31,11.31,11.158248,400,,
"August 26, 2021",11.31,11.31,11.31,11.31,11.158248,0,,
"August 27, 2021",11.665,12.04,11.665,12.04,11.878452,1600,,
"August 30, 2021",12.04,12.04,12.04,12.04,11.878452,0,,
"August 31, 2021",12.04,12.04,12.04,12.04,11.878452,0,,
"September 01, 2021",12.04,12.04,12.04,12.04,11.878452,0,,
"September 02, 2021",11.03,11.03,11.03,11.03,10.882004,300,,
"September 03, 2021",11.03,11.03,11.03,11.03,10.882004,100,,
"September 07, 2021",11.515,11.515,11.515,11.515,11.360497,200,,
"September 08, 2021",11.605,11.605,11.605,11.605,11.449289,1100,,
"September 09, 2021",11.605,11.605,11.605,11.605,11.449289,0,,
"September 10, 2021",11.605,11.605,11.605,11.605,11.449289,0,,
"September 13, 2021",11.605,11.605,11.605,11.605,11.449289,0,,
"September 14, 2021",11.605,11.605,11.605,11.605,11.449289,0,,
"September 15, 2021",11.373,11.373,11.373,11.373,11.220403,300,,
"September 16, 2021",12.248,12.25,12.05,12.05,11.888319,1000,,
"September 17, 2021",11.21,11.21,11.21,11.21,11.059589,300,,
"September 20, 2021",11.53,12.67,10.96,10.96,10.812943,700,,
"September 21, 2021",10.96,10.96,10.96,10.96,10.812943,0,,
"September 22, 2021",10.96,10.96,10.96,10.96,10.812943,0,,
"September 23, 2021",10.96,10.96,10.96,10.96,10.812943,0,,
"September 24, 2021",10.83,11.185,10.83,11.185,11.034925,1600,,
"September 27, 2021",11.39,11.39,11.39,11.39,11.237175,500,,
"September 28, 2021",11.39,11.39,11.39,11.39,11.237175,0,,
"September 29, 2021",11.39,11.39,11.39,11.39,11.237175,0,,
"September 30, 2021",11.39,11.39,11.39,11.39,11.237175,0,,
"October 01, 2021",11.39,11.39,11.39,11.39,11.237175,100,,
"October 04, 2021",11.39,11.39,11.39,11.39,11.237175,0,,
"October 05, 2021",11.39,11.39,11.39,11.39,11.237175,0,,
"October 06, 2021",11.39,11.39,11.39,11.39,11.237175,0,,
"October 07, 2021",11.39,11.39,11.39,11.39,11.237175,0,,
"October 08, 2021",11.39,11.39,11.39,11.39,11.237175,0,,
"October 11, 2021",11.41,11.98,11.41,11.98,11.819258,3500,,
"October 12, 2021",12.12,12.32,12.12,12.32,12.154696,300,,
"October 13, 2021",12.32,12.32,12.32,12.32,12.154696,0,,
"October 14, 2021",12.17,12.17,12.17,12.17,12.006708,1700,,
"October 15, 2021",12.17,12.17,12.17,12.17,12.006708,0,,
"October 18, 2021",12.17,12.17,12.17,12.17,12.006708,0,,
"October 19, 2021",13.198,13.2,13.198,13.2,13.022888,800,,
"October 20, 2021",12.2,12.2,12.2,12.2,12.036305,600,,
"October 21, 2021",11.85,12.69,11.85,12.69,12.519731,800,,
"October 22, 2021",12.69,12.69,12.69,12.69,12.519731,0,,
"October 25, 2021",12.1,12.205,12.02,12.02,11.858722,3500,,
"October 26, 2021",12.3,12.3,12.3,12.3,12.134964,100,,
"October 27, 2021",12.3,12.3,12.3,12.3,12.134964,0,,
"October 28, 2021",11.855,11.855,11.855,11.855,11.695934,100,,
"October 29, 2021",12.5,12.5,12.5,12.5,12.332281,100,,
"November 01, 2021",12.498,12.5,12.498,12.5,12.332281,500,,
"November 02, 2021",12.08,12.08,12,12,11.838989,200,,
"November 03, 2021",11.95,11.95,11.95,11.95,11.78966,700,,
"November 04, 2021",11.953,12.62,11.953,12.62,12.45067,200,,
"November 05, 2021",12.62,12.62,12.62,12.62,12.45067,0,,
"November 08, 2021",12.62,12.62,12.62,12.62,12.45067,0,,
"November 09, 2021",12.62,12.62,12.62,12.62,12.45067,0,,
"November 10, 2021",12.83,13.05,12.61,12.61,12.440804,900,,
"November 11, 2021",12.47,13.35,12.47,13.35,13.170877,2200,,
"November 12, 2021",13.19,13.19,13.19,13.19,13.013022,300,,
"November 15, 2021",13.43,13.63,13.43,13.63,13.447119,300,,
"November 16, 2021",12.66,13.44,12.66,13.44,13.259667,5300,,
"November 17, 2021",13.185,13.185,12.87,13.14,12.963694,1200,,
"November 18, 2021",13.14,13.14,13.14,13.14,12.963694,0,,
"November 19, 2021",13.145,13.62,12.67,12.67,12.5,1400,,
"November 22, 2021",12.561,12.561,12.561,12.561,12.561,200,,
"November 23, 2021",13.2,13.2,13.2,13.2,13.2,200,,
"November 24, 2021",13.2,13.2,13.2,13.2,13.2,0,,
"November 26, 2021",13.2,13.2,13.2,13.2,13.2,0,,
"November 29, 2021",11.96,12.38,11.96,12.38,12.38,1100,,
"November 30, 2021",12.43,12.63,12.43,12.63,12.63,600,,
"December 01, 2021",11.54,11.54,11.54,11.54,11.54,800,,
"December 02, 2021",11.54,11.54,11.54,11.54,11.54,0,,
"December 03, 2021",11.54,11.54,11.54,11.54,11.54,0,,
"December 06, 2021",12.788,12.788,12.788,12.788,12.788,1300,,
"December 07, 2021",12.185,12.185,12.185,12.185,12.185,400,,
"December 08, 2021",12.185,12.185,11.773,11.773,11.773,1000,,
"December 09, 2021",12.06,12.91,12.06,12.909,12.909,5700,,
"December 10, 2021",12.7,12.9,12.45,12.87,12.87,2000,,
"December 13, 2021",13.05,13.05,12.625,12.625,12.625,1400,,
"December 14, 2021",12.93,12.93,12.505,12.505,12.505,1000,,
"December 15, 2021",11.6,12.127,11.6,12.127,12.127,1500,,
"December 16, 2021",11.75,12.58,11.75,11.75,11.75,5900,,
"December 17, 2021",12.78,12.78,12.78,12.78,12.78,400,,
"December 20, 2021",11.72,12.549,11.72,12.135,12.135,900,,
"December 21, 2021",12.178,12.385,11.97,12.385,12.385,1500,,
"December 22, 2021",11.97,12.265,11.97,12.265,12.265,500,,
"December 23, 2021",13.048,13.05,13.048,13.05,13.05,500,,
"December 27, 2021",12,12,12,12,12,700,,
"December 28, 2021",12.9,12.9,12.9,12.9,12.9,2200,,
"December 29, 2021",12.818,12.818,12.818,12.818,12.818,200,,
"December 30, 2021",12.818,12.818,12.818,12.818,12.818,0,,
"December 31, 2021",12.818,12.818,12.818,12.818,12.818,0,,
"January 03, 2022",12.305,12.72,12.305,12.72,12.72,500,,
"January 04, 2022",12.72,12.72,12.72,12.72,12.72,0,,
"January 05, 2022",12.72,12.72,12.72,12.72,12.72,0,,
"January 06, 2022",12.72,12.72,12.72,12.72,12.72,0,,
"January 07, 2022",11.985,11.985,11.985,11.985,11.985,300,,
"January 10, 2022",12.16,12.57,12.16,12.57,12.57,600,,
"January 11, 2022",12.035,12.035,12.035,12.035,12.035,200,,
"January 12, 2022",11.771,12.599,11.771,12.599,12.599,600,,
"January 13, 2022",12.599,12.599,12.599,12.599,12.599,0,,
"January 14, 2022",12.599,12.599,12.599,12.599,12.599,0,,
"January 18, 2022",12.222,12.72,12.222,12.72,12.72,700,,
"January 19, 2022",12.05,12.68,12.05,12.68,12.68,1000,,
"January 20, 2022",11.96,12.74,11.96,12.74,12.74,800,,
"January 21, 2022",12.71,12.71,12.45,12.45,12.45,6200,,
"January 24, 2022",12.61,12.61,12.61,12.61,12.61,200,,
"January 25, 2022",12.61,12.61,12.61,12.61,12.61,0,,
"January 26, 2022",12.3,12.65,12.3,12.65,12.65,18100,,
"January 27, 2022",12.65,12.65,12.65,12.65,12.65,0,,
"January 28, 2022",12.65,12.65,12.65,12.65,12.65,0,,
"January 31, 2022",11.965,11.965,11.965,11.965,11.965,600,,
"February 01, 2022",11.965,11.965,11.965,11.965,11.965,0,,
"February 02, 2022",11.91,12.749,11.91,12.749,12.749,600,,
"February 03, 2022",12.41,12.83,12.41,12.83,12.83,300,,
"February 04, 2022",12.8,12.8,12.67,12.67,12.67,2800,,
"February 07, 2022",12.1,12.101,12.1,12.101,12.101,700,,
"February 08, 2022",12.101,12.101,12.101,12.101,12.101,0,,
"February 09, 2022",13.19,13.19,13.19,13.19,13.19,200,,
"February 10, 2022",13.19,13.19,13.19,13.19,13.19,0,,
"February 11, 2022",13.19,13.19,13.19,13.19,13.19,0,,
"February 14, 2022",13.19,13.19,13.19,13.19,13.19,0,,
"February 15, 2022",13.19,13.19,13.19,13.19,13.19,0,,
"February 16, 2022",12.57,12.57,12.57,12.57,12.57,200,,
"February 17, 2022",12.85,12.85,12.85,12.85,12.85,2300,,
"February 18, 2022",12.85,12.85,12.85,12.85,12.85,0,,
"February 22, 2022",12.11,12.64,12.11,12.64,12.64,300,,
"February 23, 2022",12.43,12.865,12.43,12.865,12.865,400,,
"February 24, 2022",12.865,12.865,12.865,12.865,12.865,0,,
"February 25, 2022",12.535,12.535,12.535,12.535,12.535,200,,
"February 28, 2022",12.7,12.7,12.7,12.7,12.7,900,,
"March 01, 2022",12.7,12.7,12.7,12.7,12.7,0,,
"March 02, 2022",11.98,12.395,11.98,12.395,12.395,600,,
"March 03, 2022",12.395,12.395,12.395,12.395,12.395,0,,
"March 04, 2022",11.62,11.62,9.49,9.49,9.49,1100,,
"March 07, 2022",11.88,11.88,11.48,11.678,11.678,1000,,
"March 08, 2022",11.08,11.92,10.94,10.94,10.94,1600,,
"March 09, 2022",11.39,11.7,11.39,11.7,11.7,1100,,
"March 10, 2022",11.92,11.92,11.92,11.92,11.92,200,,
"March 11, 2022",11.655,12.05,11.26,12.05,12.05,700,,
"March 14, 2022",11,11,10.99,10.99,10.99,1700,,
"March 15, 2022",11.405,11.405,10.99,10.99,10.99,400,,
"March 16, 2022",11.4,11.4,11.4,11.4,11.4,1700,,
"March 17, 2022",11.56,11.56,11.56,11.56,11.56,500,,
"March 18, 2022",11.87,11.87,11.46,11.46,11.46,2400,,
"March 21, 2022",11.17,11.17,11.17,11.17,11.17,3900,,
"March 22, 2022",11.16,11.16,11.16,11.16,11.16,2600,,
"March 23, 2022",11.16,11.16,11.16,11.16,11.16,1100,,
"March 24, 2022",11.37,12.081,11.37,12.081,12.081,1400,,
"March 25, 2022",11.615,11.685,11.48,11.48,11.48,2200,,
"March 28, 2022",11.38,11.38,11.22,11.22,11.22,300,,
"March 29, 2022",11.22,11.52,11.22,11.52,11.52,600,,
"March 30, 2022",11.52,11.52,11.52,11.52,11.52,0,,
"March 31, 2022",11.16,11.16,11.16,11.16,11.16,300,,
"April 01, 2022",11.455,11.67,11.08,11.425,11.425,4200,,
"April 04, 2022",11.24,11.85,11.24,11.85,11.85,1300,,
"April 05, 2022",11.85,11.85,11.85,11.85,11.85,0,,
"April 06, 2022",11.85,11.85,11.85,11.85,11.85,0,,
"April 07, 2022",11.27,11.355,11.27,11.355,11.355,3400,,
"April 08, 2022",11.34,11.34,10.94,10.94,10.94,700,,
"April 11, 2022",10.87,10.87,10.87,10.87,10.87,100,,
"April 12, 2022",11,11,10.67,10.67,10.67,15400,,
"April 13, 2022",10.67,10.67,10.67,10.67,10.67,0,,
"April 14, 2022",10.54,11.17,10.54,10.54,10.54,4000,,
"April 18, 2022",10.54,10.54,10.54,10.54,10.54,0,,
"April 19, 2022",11.17,11.17,11.17,11.17,11.17,300,,
"April 20, 2022",11.09,11.09,11.09,11.09,11.09,200,,
"April 21, 2022",11.22,11.315,11.22,11.315,11.315,5500,,
"April 22, 2022",11.315,11.315,11.315,11.315,11.315,0,,
"April 25, 2022",11.095,11.095,11.095,11.095,11.095,100,,
"April 26, 2022",11.095,11.095,11.095,11.095,11.095,0,,
"April 27, 2022",11.095,11.095,11.095,11.095,11.095,0,,
"April 28, 2022",10.3,10.3,10.3,10.3,10.3,200,,
"April 29, 2022",10.3,10.3,10.3,10.3,10.3,0,,
"May 02, 2022",10.3,10.3,10.3,10.3,10.3,0,,
"May 03, 2022",10.21,10.21,10.21,10.21,10.21,700,,
"May 04, 2022",10.59,10.59,10.59,10.59,10.59,3500,,
"May 05, 2022",10.59,10.59,10.59,10.59,10.59,0,,
"May 06, 2022",10.615,10.615,10.615,10.615,10.615,200,,
"May 09, 2022",10.615,10.615,10.615,10.615,10.615,0,,
"May 10, 2022",10.44,10.44,10.44,10.44,10.44,100,,
"May 11, 2022",10.595,10.595,10.595,10.595,10.595,2100,,
"May 12, 2022",10.4,10.4,10.4,10.4,10.4,700,,
"May 13, 2022",10.043,10.195,10.043,10.17,10.17,5300,,
"May 16, 2022",10.17,10.17,10.17,10.17,10.17,0,,
"May 17, 2022",10.17,10.17,10.17,10.17,10.17,0,,
"May 18, 2022",10.79,10.79,10.79,10.79,10.79,100,,
"May 19, 2022",10.939,10.939,10.939,10.939,10.939,200,,
"May 20, 2022",10.939,10.939,10.939,10.939,10.939,0,,
"May 23, 2022",10.669,10.669,10.669,10.669,10.669,400,,
"May 24, 2022",10.25,10.25,10.17,10.17,10.17,400,,
"May 25, 2022",10.17,10.17,10.17,10.17,10.17,0,,
"May 26, 2022",10.35,10.35,10.35,10.35,10.35,2100,,
"May 27, 2022",10.44,10.44,10.44,10.44,10.44,2200,,
"May 31, 2022",10.44,10.44,10.44,10.44,10.44,0,,
"June 01, 2022",10.44,10.44,10.44,10.44,10.44,0,,
"June 02, 2022",10.535,10.535,10.535,10.535,10.535,200,,
"June 03, 2022",10.599,10.599,10.599,10.599,10.599,300,,
"June 06, 2022",10.599,10.599,10.599,10.599,10.599,0,,
"June 07, 2022",10.599,10.599,10.599,10.599,10.599,0,,
"June 08, 2022",10.095,10.095,10.095,10.095,10.095,2000,,
"June 09, 2022",10.063,10.25,10,10.25,10.25,2300,,
"June 10, 2022",9.6,9.6,9.6,9.6,9.6,200,,
"June 13, 2022",9.29,9.495,9.29,9.495,9.495,2100,,
"June 14, 2022",9.42,9.42,9.42,9.42,9.42,1800,,
"June 15, 2022",9.42,9.42,9.42,9.42,9.42,0,,
"June 16, 2022",8.995,9.3,8.995,9.3,9.3,800,,
"June 17, 2022",8.64,8.64,8.335,8.335,8.335,500,,
"June 21, 2022",8.335,8.335,8.335,8.335,8.335,0,,
"June 22, 2022",7.989,7.989,7.989,7.989,7.989,1000,,
"June 23, 2022",7.989,7.989,7.989,7.989,7.989,0,,
"June 24, 2022",7.89,7.95,7.89,7.95,7.95,5800,,
"June 27, 2022",7.95,7.95,7.95,7.95,7.95,0,,
"June 28, 2022",8.38,8.38,8.38,8.38,8.38,400,,
"June 29, 2022",8.38,8.38,8.38,8.38,8.38,0,,
"June 30, 2022",8.38,8.38,8.38,8.38,8.38,0,,
"July 01, 2022",7.81,7.81,7.81,7.81,7.81,300,,
"July 05, 2022",7.81,7.81,7.81,7.81,7.81,0,,
"July 06, 2022",8.31,8.31,8.31,8.31,8.31,200,,
"July 07, 2022",7.79,8.08,7.79,8.02,8.02,3100,,
"July 08, 2022",8.255,8.255,8.255,8.255,8.255,2600,,
"July 11, 2022",8.255,8.255,8.255,8.255,8.255,0,,
"July 12, 2022",8.32,8.32,7.995,7.995,7.995,300,,
"July 13, 2022",7.795,7.97,7.795,7.97,7.97,4700,,
"July 14, 2022",7.97,7.97,7.97,7.97,7.97,0,,
"July 15, 2022",7.765,7.765,7.765,7.765,7.765,2100,,
"July 18, 2022",7.725,8.029,7.725,8.029,8.029,400,,
"July 19, 2022",7.56,8,7.56,8,8,3700,,
"July 20, 2022",8,8.3,7.903,7.903,7.903,3500,,
"July 21, 2022",7.903,7.903,7.903,7.903,7.903,0,,
"July 22, 2022",7.903,7.903,7.903,7.903,7.903,0,,
"July 25, 2022",8.25,8.25,8.25,8.25,8.25,200,,
"July 26, 2022",8.25,8.25,8.25,8.25,8.25,0,,
"July 27, 2022",8.25,8.25,8.25,8.25,8.25,0,,
"July 28, 2022",8.25,8.25,8.25,8.25,8.25,0,,
"July 29, 2022",8.057,8.057,8.057,8.057,8.057,3100,,
"August 01, 2022",8.057,8.057,8.057,8.057,8.057,100,,
"August 02, 2022",8.57,8.57,8.57,8.57,8.57,200,,
"August 03, 2022",8.57,8.57,8.57,8.57,8.57,0,,
"August 04, 2022",8.57,8.57,8.57,8.57,8.57,0,,
"August 05, 2022",8.155,8.155,8.155,8.155,8.155,100,,
"August 08, 2022",8.083,8.083,8.083,8.083,8.083,400,,
"August 09, 2022",7.71,7.71,7.71,7.71,7.71,200,,
"August 10, 2022",8.58,8.58,8.58,8.58,8.58,100,,
"August 11, 2022",8.97,8.97,8.9,8.9,8.9,300,,
"August 12, 2022",8.9,8.9,8.9,8.9,8.9,100,,
"August 15, 2022",8.9,8.9,8.9,8.9,8.9,0,,
"August 16, 2022",8.9,8.9,8.9,8.9,8.9,0,,
"August 17, 2022",9.135,9.135,9.135,9.135,9.135,100,,
"August 18, 2022",9.135,9.135,9.135,9.135,9.135,0,,
"August 19, 2022",9.135,9.135,9.135,9.135,9.135,0,,
"August 22, 2022",8.81,9.41,8.81,9.41,9.41,1800,,
"August 23, 2022",8.96,9.2,8.96,9.2,9.2,800,,
"August 24, 2022",9.2,9.2,9.2,9.2,9.2,0,,
"August 25, 2022",9.2,9.2,9.2,9.2,9.2,0,,
"August 26, 2022",8.9,8.975,8.65,8.975,8.975,500,,
"August 29, 2022",9.19,9.19,8.86,8.86,8.86,600,,
"August 30, 2022",9.01,9.01,9.01,9.01,9.01,700,,
"August 31, 2022",9.01,9.01,9.01,9.01,9.01,0,,
"September 01, 2022",9.01,9.01,9.01,9.01,9.01,0,,
"September 02, 2022",8.64,8.64,8.21,8.21,8.21,5700,,
"September 06, 2022",8.37,8.37,8.37,8.37,8.37,700,,
"September 07, 2022",8.05,8.225,7.97,8.225,8.225,2700,,
"September 08, 2022",8.3,8.3,8.3,8.3,8.3,2300,,
"September 09, 2022",7.92,7.92,7.92,7.92,7.92,300,,
"September 12, 2022",7.92,7.92,7.92,7.92,7.92,0,,
"September 13, 2022",8.24,8.24,8.09,8.09,8.09,700,,
"September 14, 2022",8.09,8.09,8.09,8.09,8.09,0,,
"September 15, 2022",7.8,7.83,7.75,7.75,7.75,8400,,
"September 16, 2022",7.75,7.75,7.75,7.75,7.75,0,,
"September 19, 2022",7.75,7.75,7.75,7.75,7.75,0,,
"September 20, 2022",7.75,7.75,7.75,7.75,7.75,0,,
"September 21, 2022",7.75,7.75,7.75,7.75,7.75,0,,
"September 22, 2022",7.07,7.335,7.07,7.335,7.335,400,,
"September 23, 2022",7.06,7.06,7.06,7.06,7.06,1100,,
"September 26, 2022",7.6,7.6,7.17,7.17,7.17,600,,
"September 27, 2022",6.74,6.74,6.74,6.74,6.74,300,,
"September 28, 2022",7.12,7.22,7.12,7.22,7.22,600,,
"September 29, 2022",6.96,6.96,6.96,6.96,6.96,11500,,
"September 30, 2022",6.96,6.96,6.96,6.96,6.96,0,,
"October 03, 2022",6.77,6.77,6.77,6.77,6.77,3400,,
"October 04, 2022",7.115,7.115,6.94,7.028,7.028,4900,,
"October 05, 2022",6.68,6.68,6.68,6.68,6.68,300,,
"October 06, 2022",6.68,6.68,6.68,6.68,6.68,0,,
